Log file open, 03/30/23 12:21:23
[2023.03.30-11.29.39:918][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1012' which is static to it. Aborting.
[2023.03.30-11.29.39:918][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1013' which is static to it. Aborting.
[2023.03.30-11.29.39:918][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1014' which is static to it. Aborting.
[2023.03.30-11.29.39:919][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1015' which is static to it. Aborting.
[2023.03.30-11.29.39:919][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1016' which is static to it. Aborting.
[2023.03.30-11.29.39:919][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1017' which is static to it. Aborting.
[2023.03.30-11.29.39:919][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1018' which is static to it. Aborting.
[2023.03.30-11.29.39:919][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1019' which is static to it. Aborting.
[2023.03.30-11.29.39:920][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1020' which is static to it. Aborting.
[2023.03.30-11.29.39:920][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1021' which is static to it. Aborting.
[2023.03.30-11.29.39:920][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1022' which is static to it. Aborting.
[2023.03.30-11.29.39:920][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1023' which is static to it. Aborting.
[2023.03.30-11.29.39:920][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1024' which is static to it. Aborting.
[2023.03.30-11.29.39:921][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1025' which is static to it. Aborting.
[2023.03.30-11.29.39:921][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1026' which is static to it. Aborting.
[2023.03.30-11.29.39:921][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1027' which is static to it. Aborting.
[2023.03.30-11.29.39:922][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1028' which is static to it. Aborting.
[2023.03.30-11.29.39:922][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1029' which is static to it. Aborting.
[2023.03.30-11.29.39:922][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1030' which is static to it. Aborting.
[2023.03.30-11.29.39:923][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1031' which is static to it. Aborting.
[2023.03.30-11.29.39:923][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1032' which is static to it. Aborting.
[2023.03.30-11.29.39:923][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1033' which is static to it. Aborting.
[2023.03.30-11.29.39:923][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1034' which is static to it. Aborting.
[2023.03.30-11.29.39:924][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1035' which is static to it. Aborting.
[2023.03.30-11.29.39:924][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1036' which is static to it. Aborting.
[2023.03.30-11.29.39:924][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1037' which is static to it. Aborting.
[2023.03.30-11.29.39:924][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1038' which is static to it. Aborting.
[2023.03.30-11.29.39:924][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1039' which is static to it. Aborting.
[2023.03.30-11.29.39:925][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1040' which is static to it. Aborting.
[2023.03.30-11.29.39:925][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1041' which is static to it. Aborting.
[2023.03.30-11.29.39:925][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1042' which is static to it. Aborting.
[2023.03.30-11.29.39:926][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1043' which is static to it. Aborting.
[2023.03.30-11.29.39:926][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1044' which is static to it. Aborting.
[2023.03.30-11.29.39:926][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1045' which is static to it. Aborting.
[2023.03.30-11.29.39:927][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1046' which is static to it. Aborting.
[2023.03.30-11.29.39:927][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1047' which is static to it. Aborting.
[2023.03.30-11.29.39:927][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1048' which is static to it. Aborting.
[2023.03.30-11.29.39:928][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1049' which is static to it. Aborting.
[2023.03.30-11.29.39:928][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1050' which is static to it. Aborting.
[2023.03.30-11.29.39:929][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1051' which is static to it. Aborting.
[2023.03.30-11.29.39:929][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1052' which is static to it. Aborting.
[2023.03.30-11.29.39:929][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1053' which is static to it. Aborting.
[2023.03.30-11.29.39:930][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1054' which is static to it. Aborting.
[2023.03.30-11.29.39:930][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1055' which is static to it. Aborting.
[2023.03.30-11.29.39:930][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1056' which is static to it. Aborting.
[2023.03.30-11.29.39:930][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1057' which is static to it. Aborting.
[2023.03.30-11.29.39:931][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1058' which is static to it. Aborting.
[2023.03.30-11.29.39:931][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1059' which is static to it. Aborting.
[2023.03.30-11.29.39:931][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1060' which is static to it. Aborting.
[2023.03.30-11.29.39:931][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1061' which is static to it. Aborting.
[2023.03.30-11.29.39:931][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1062' which is static to it. Aborting.
[2023.03.30-11.29.39:932][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1063' which is static to it. Aborting.
[2023.03.30-11.29.39:932][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1064' which is static to it. Aborting.
[2023.03.30-11.29.39:932][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1065' which is static to it. Aborting.
[2023.03.30-11.29.39:932][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1066' which is static to it. Aborting.
[2023.03.30-11.29.39:932][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1067' which is static to it. Aborting.
[2023.03.30-11.29.39:933][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1068' which is static to it. Aborting.
[2023.03.30-11.29.39:933][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1069' which is static to it. Aborting.
[2023.03.30-11.29.39:933][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1070' which is static to it. Aborting.
[2023.03.30-11.29.39:933][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1071' which is static to it. Aborting.
[2023.03.30-11.29.39:933][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1072' which is static to it. Aborting.
[2023.03.30-11.29.39:934][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1073' which is static to it. Aborting.
[2023.03.30-11.29.39:934][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1074' which is static to it. Aborting.
[2023.03.30-11.29.39:934][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1075' which is static to it. Aborting.
[2023.03.30-11.29.39:934][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1076' which is static to it. Aborting.
[2023.03.30-11.29.39:935][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1077' which is static to it. Aborting.
[2023.03.30-11.29.39:935][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1078' which is static to it. Aborting.
[2023.03.30-11.29.39:935][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1079' which is static to it. Aborting.
[2023.03.30-11.29.39:935][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1080' which is static to it. Aborting.
[2023.03.30-11.29.39:935][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1081' which is static to it. Aborting.
[2023.03.30-11.29.39:936][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1082' which is static to it. Aborting.
[2023.03.30-11.29.39:936][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1083' which is static to it. Aborting.
[2023.03.30-11.29.39:936][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1084' which is static to it. Aborting.
[2023.03.30-11.29.39:936][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1085' which is static to it. Aborting.
[2023.03.30-11.29.39:936][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1086' which is static to it. Aborting.
[2023.03.30-11.29.39:937][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1087' which is static to it. Aborting.
[2023.03.30-11.29.39:937][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1088' which is static to it. Aborting.
[2023.03.30-11.29.39:937][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1089' which is static to it. Aborting.
[2023.03.30-11.29.39:938][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1090' which is static to it. Aborting.
[2023.03.30-11.29.39:938][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1091' which is static to it. Aborting.
[2023.03.30-11.29.39:938][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1092' which is static to it. Aborting.
[2023.03.30-11.29.39:938][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1093' which is static to it. Aborting.
[2023.03.30-11.29.39:939][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1094' which is static to it. Aborting.
[2023.03.30-11.29.39:939][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1095' which is static to it. Aborting.
[2023.03.30-11.29.39:939][900]PIE: Warning: AttachTo: '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.DefaultSceneRoot' is not static  (in blueprint "FbxScene_casas"), cannot attach '/Temp/Untitled_2.Untitled:PersistentLevel.FbxScene_casas_C_0.node_1096' which is static to it. Aborting.
